ACT Symbol,Security Name,Exchange,CQS Symbol,ETF,Round Lot Size,Test Issue,NASDAQ Symbol
JPM$D,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock, Series DD",N,JPMpD,N,100.0,N,JPM-D
JPM$J,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock, Series GG",N,JPMpJ,N,100.0,N,JPM-J
JPM$K,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock, Series JJ",N,JPMpK,N,100.0,N,JPM-K
JPM$L,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock, Series LL",N,JPMpL,N,100.0,N,JPM-L
JPM$M,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock, Series MM",N,JPMpM,N,100.0,N,JPM-M
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,N,JQC,N,100.0,N,JQC
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,N,JRI,N,100.0,N,JRI
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,N,JRS,N,100.0,N,JRS
JXN,Jackson Financial Inc. Class A Common Stock ,N,JXN,N,100.0,N,JXN
JXN$A,"Jackson Financial Inc. Depositary Shares, each representing a 1/1,000th interest in a share of Fixed-Rate Reset Noncumulative Perpetual Preferred Stock, Series A",N,JXNpA,N,100.0,N,JXN-A
K,Kellanova Common Stock,N,K,N,100.0,N,K
KAI,Kadant Inc Common Stock,N,KAI,N,100.0,N,KAI
KAR,"OPENLANE, Inc. Common Stock",N,KAR,N,100.0,N,KAR
KB,KB Financial Group Inc,N,KB,N,100.0,N,KB
KBDC,"Kayne Anderson BDC, Inc. Common Stock",N,KBDC,N,100.0,N,KBDC
KBH,KB Home Common Stock,N,KBH,N,100.0,N,KBH
KBR,"KBR, Inc. Common Stock",N,KBR,N,100.0,N,KBR
KD,"Kyndryl Holdings, Inc. Common Stock",N,KD,N,100.0,N,KD
KEN,Kenon Holdings Ltd. Ordinary Shares,N,KEN,N,100.0,N,KEN
KEP,Korea Electric Power Corporation Common Stock,N,KEP,N,100.0,N,KEP
KEX,Kirby Corporation Common Stock,N,KEX,N,100.0,N,KEX
KEY,KeyCorp Common Stock,N,KEY,N,100.0,N,KEY
KEY$I,"KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock, Series E",N,KEYpI,N,100.0,N,KEY-I
KEY$J,"KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series F",N,KEYpJ,N,100.0,N,KEY-J
KEY$K,"KeyCorp Depositary Shares, each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series G",N,KEYpK,N,100.0,N,KEY-K
KEY$L,"KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series H",N,KEYpL,N,100.0,N,KEY-L
KEYS,Keysight Technologies Inc. Common Stock,N,KEYS,N,100.0,N,KEYS
KF,"Korea Fund, Inc. (The) New Common Stock",N,KF,N,100.0,N,KF
KFRC,"Kforce, Inc. Common Stock",N,KFRC,N,100.0,N,KFRC
KFS,"Kingsway Financial Services, Inc. Common Stock (DE)",N,KFS,N,100.0,N,KFS
KFY,Korn Ferry Common Stock,N,KFY,N,100.0,N,KFY
KGC,Kinross Gold Corporation Common Stock,N,KGC,N,100.0,N,KGC
KGS,"Kodiak Gas Services, Inc. Common Stock",N,KGS,N,100.0,N,KGS
KIM,Kimco Realty Corporation (HC) Common Stock,N,KIM,N,100.0,N,KIM
KIM$L,"Kimco Realty Corporation Class L Depositary Shares, each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock, liquidation preference $25,000.00 per share",N,KIMpL,N,100.0,N,KIM-L
KIM$M,"Kimco Realty Corporation Class M Depositary Shares, each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock, liquidation preference $25,000.00 per share",N,KIMpM,N,100.0,N,KIM-M
KIM$N,"Kimco Realty Corporation Depositary Shares, each representing 1/1,000th interest in a share of 7.25% Class N Cumulative Convertible Perpetual Preferred Stock",N,KIMpN,N,100.0,N,KIM-N
KIO,KKR Income Opportunities Fund Common Shares,N,KIO,N,100.0,N,KIO
KKR,KKR & Co. Inc. Common Stock,N,KKR,N,100.0,N,KKR
KKR$D,KKR & Co. Inc. 6.25% Series D Mandatory Convertible Preferred Stock,N,KKRpD,N,100.0,N,KKR-D
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,N,KKRS,N,100.0,N,KKRS
KKRT,KKR & Co. Inc. 6.875% Subordinated Notes due 2065,N,KKRT,N,100.0,N,KKRT
KLAR,Klarna Group plc Ordinary Shares,N,KLAR,N,100.0,N,KLAR
KLC,"KinderCare Learning Companies, Inc. Common Stock",N,KLC,N,100.0,N,KLC
KMI,"Kinder Morgan, Inc. Common Stock",N,KMI,N,100.0,N,KMI
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,N,KMPB,N,100.0,N,KMPB
KMPR,Kemper Corporation,N,KMPR,N,100.0,N,KMPR
KMT,Kennametal Inc. Common Stock,N,KMT,N,100.0,N,KMT
KMX,CarMax Inc,N,KMX,N,100.0,N,KMX
KN,Knowles Corporation Common Stock,N,KN,N,100.0,N,KN
KNF,Knife Riv Holding Co. Common Stock,N,KNF,N,100.0,N,KNF
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,N,KNOP,N,100.0,N,KNOP
KNSL,"Kinsale Capital Group, Inc. Common Stock",N,KNSL,N,100.0,N,KNSL
KNTK,Kinetik Holdings Inc. Class A Common Stock,N,KNTK,N,100.0,N,KNTK
KNX,Knight-Swift Transportation Holdings Inc.,N,KNX,N,100.0,N,KNX
KO,Coca-Cola Company (The) Common Stock,N,KO,N,100.0,N,KO
KODK,Eastman Kodak Company Common New,N,KODK,N,100.0,N,KODK
KOF,"Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares, each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)",N,KOF,N,100.0,N,KOF
KOP,Koppers Holdings Inc. Common Stock,N,KOP,N,100.0,N,KOP
KORE,"KORE Group Holdings, Inc. Common Stock",N,KORE,N,100.0,N,KORE
KOS,Kosmos Energy Ltd. Common Shares (DE),N,KOS,N,100.0,N,KOS
KR,Kroger Company (The) Common Stock,N,KR,N,100.0,N,KR
KRC,Kilroy Realty Corporation Common Stock,N,KRC,N,100.0,N,KRC
KREF,KKR Real Estate Finance Trust Inc. Common Stock,N,KREF,N,100.0,N,KREF
KREF$A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,N,KREFpA,N,100.0,N,KREF-A
KRG,Kite Realty Group Trust Common Stock,N,KRG,N,100.0,N,KRG
KRMN,Karman Holdings Inc. Common Stock,N,KRMN,N,100.0,N,KRMN
KRO,Kronos Worldwide Inc Common Stock,N,KRO,N,100.0,N,KRO
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,N,KRP,N,100.0,N,KRP
KRSP.U,"Rice Acquisition Corporation 3 Units, each consisting of one Class A ordinary share, and one-sixth of one redeemable warrant",N,KRSP.U,N,100.0,N,KRSP=
KSS,Kohl's Corporation Common Stock,N,KSS,N,100.0,N,KSS
KT,KT Corporation Common Stock,N,KT,N,100.0,N,KT
KTB,"Kontoor Brands, Inc. Common Stock ",N,KTB,N,100.0,N,KTB
KTF,DWS Municipal Income Trust,N,KTF,N,100.0,N,KTF
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,N,KTH,N,100.0,N,KTH
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),N,KTN,N,100.0,N,KTN
KUKE,Kuke Music Holding Limited American Depositary Shares (each representing ten (10) Class A Ordinary Shares),N,KUKE,N,100.0,N,KUKE
KVUE,Kenvue Inc. Common Stock,N,KVUE,N,100.0,N,KVUE
KVYO,"Klaviyo, Inc. Series A Common Stock",N,KVYO,N,100.0,N,KVYO
KW,Kennedy-Wilson Holdings Inc. Common Stock,N,KW,N,100.0,N,KW
KWR,Quaker Houghton Common Stock,N,KWR,N,100.0,N,KWR
KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",N,KYN,N,100.0,N,KYN
L,Loews Corporation Common Stock,N,L,N,100.0,N,L
LAC,Lithium Americas Corp. Common Shares,N,LAC,N,100.0,N,LAC
LAD,"Lithia Motors, Inc. Common Stock",N,LAD,N,100.0,N,LAD
LADR,Ladder Capital Corp Class A Common Stock,N,LADR,N,100.0,N,LADR
LANV,Lanvin Group Holdings Limited Ordinary Shares,N,LANV,N,100.0,N,LANV
LANV.W,"Lanvin Group Holdings Limited Redeemable Warrants, each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50",N,LANV.WS,N,100.0,N,LANV+
LAR,Lithium Argentina AG Common Shares,N,LAR,N,100.0,N,LAR
LAW,"CS Disco, Inc. Common Stock",N,LAW,N,100.0,N,LAW
LAZ,"Lazard, Inc. Common Stock",N,LAZ,N,100.0,N,LAZ
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,N,LB,N,100.0,N,LB
LBRT,Liberty Energy Inc. Class A common stock,N,LBRT,N,100.0,N,LBRT
LC,LendingClub Corporation Common Stock,N,LC,N,100.0,N,LC
LCII,LCI Industries,N,LCII,N,100.0,N,LCII
LDI,"loanDepot, Inc. Class A Common Stock",N,LDI,N,100.0,N,LDI
LDOS,"Leidos Holdings, Inc. Common Stock",N,LDOS,N,100.0,N,LDOS
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",N,LDP,N,100.0,N,LDP
LEA,Lear Corporation Common Stock,N,LEA,N,100.0,N,LEA
LEG,"Leggett & Platt, Incorporated Common Stock",N,LEG,N,100.0,N,LEG
LEN,Lennar Corporation Class A Common Stock,N,LEN,N,100.0,N,LEN
LEN.B,Lennar Corporation Class B,N,LEN.B,N,100.0,N,LEN.B
LEO,"BNY Mellon Strategic Municipals, Inc. Common Stock",N,LEO,N,100.0,N,LEO
LEVI,Levi Strauss & Co Class A Common Stock,N,LEVI,N,100.0,N,LEVI
LFT,"Lument Finance Trust, Inc. Common Stock",N,LFT,N,100.0,N,LFT
LFT$A,"Lument Finance Trust, Inc. 7.875% Series A Cumulative Redeemable Preferred Stock",N,LFTpA,N,100.0,N,LFT-A
LGI,Lazard Global Total Return and Income Fund Common Stock,N,LGI,N,100.0,N,LGI
LH,Labcorp Holdings Inc. Common Stock,N,LH,N,100.0,N,LH
LHX,"L3Harris Technologies, Inc. Common Stock",N,LHX,N,100.0,N,LHX
LII,"Lennox International, Inc. Common Stock",N,LII,N,100.0,N,LII
LION,Lionsgate Studios Corp Common Shares,N,LION,N,100.0,N,LION
LITB,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing twelve ordinary shares",N,LITB,N,100.0,N,LITB
LLY,Eli Lilly and Company Common Stock,N,LLY,N,100.0,N,LLY
LMND,"Lemonade, Inc. Common Stock",N,LMND,N,100.0,N,LMND
LMT,Lockheed Martin Corporation Common Stock,N,LMT,N,100.0,N,LMT
LNC,Lincoln National Corporation Common Stock,N,LNC,N,100.0,N,LNC
LNC$D,"Lincoln National Corporation Depositary Shares Each Representing a 1/1,000th Interest in a Share of 9.000% Non-Cumulative Preferred Stock, Series D",N,LNCpD,N,100.0,N,LNC-D
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),N,LND,N,100.0,N,LND
LNG,"Cheniere Energy, Inc. Common Stock",N,LNG,N,100.0,N,LNG
LNN,Lindsay Corporation Common Stock,N,LNN,N,100.0,N,LNN
LOAR,Loar Holdings Inc. Common Stock,N,LOAR,N,100.0,N,LOAR
LOB,"Live Oak Bancshares, Inc. Common Stock",N,LOB,N,100.0,N,LOB
LOB$A,"Live Oak Bancshares, Inc. Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.375% Fixed Rate Series A Non-Cumulative Perpetual Preferred Stock",N,LOBpA,N,100.0,N,LOB-A
LOCL,Local Bounti Corporation Common Stock,N,LOCL,N,100.0,N,LOCL
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,N,LOMA,N,100.0,N,LOMA
LOW,"Lowe's Companies, Inc. Common Stock",N,LOW,N,100.0,N,LOW
LPG,Dorian LPG Ltd. Common Stock,N,LPG,N,100.0,N,LPG
LPL,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES",N,LPL,N,100.0,N,LPL
LPX,Louisiana-Pacific Corporation Common Stock,N,LPX,N,100.0,N,LPX
LRN,"Stride, Inc. Common Stock",N,LRN,N,100.0,N,LRN
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,N,LSPD,N,100.0,N,LSPD
LTC,"LTC Properties, Inc. Common Stock",N,LTC,N,100.0,N,LTC
LTH,"Life Time Group Holdings, Inc. Common Stock",N,LTH,N,100.0,N,LTH
LTM,"LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2,000) shares of Common Stock)",N,LTM,N,100.0,N,LTM
LU,"Lufax Holding Ltd American Depositary Shares, each representing two (2) Ordinary Shares",N,LU,N,100.0,N,LU
LUCK,Lucky Strike Entertainment Corporation Class A Common Stock,N,LUCK,N,100.0,N,LUCK
LUMN,"Lumen Technologies, Inc. Common Stock",N,LUMN,N,100.0,N,LUMN
LUV,Southwest Airlines Company Common Stock,N,LUV,N,100.0,N,LUV
LUXE,"LuxExperience B.V. American Depositary Shares, each representing one Ordinary Share",N,LUXE,N,100.0,N,LUXE
LVS,Las Vegas Sands Corp. Common Stock,N,LVS,N,100.0,N,LVS
LVWR,"LiveWire Group, Inc. Common Stock",N,LVWR,N,100.0,N,LVWR
LVWR.W,"LiveWire Group, Inc. Warrants, each exercisable for one share of Common Stock at an exercise price of $11.50 per share",N,LVWR.WS,N,100.0,N,LVWR+
LW,"Lamb Weston Holdings, Inc. Common Stock ",N,LW,N,100.0,N,LW
LXFR,Luxfer Holdings PLC Ordinary Shares,N,LXFR,N,100.0,N,LXFR
LXP,LXP Industrial Trust Common Stock (Maryland REIT),N,LXP,N,100.0,N,LXP
LXP$C,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock,N,LXPpC,N,100.0,N,LXP-C
LXU,"LSB Industries, Inc. Common Stock",N,LXU,N,100.0,N,LXU
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),N,LYB,N,100.0,N,LYB
LYG,Lloyds Banking Group Plc American Depositary Shares,N,LYG,N,100.0,N,LYG
LYV,"Live Nation Entertainment, Inc. Common Stock",N,LYV,N,100.0,N,LYV
LZB,La-Z-Boy Incorporated Common Stock,N,LZB,N,100.0,N,LZB
LZM,Lifezone Metals Limited Ordinary Shares,N,LZM,N,100.0,N,LZM
LZM.W,Lifezone Metals Limited Warrants,N,LZM.WS,N,100.0,N,LZM+
M,Macy's Inc Common Stock,N,M,N,100.0,N,M
MA,Mastercard Incorporated Common Stock,N,MA,N,100.0,N,MA
MAA,"Mid-America Apartment Communities, Inc. Common Stock",N,MAA,N,100.0,N,MAA
MAA$I,"Mid-America Apartment Communities, Inc. 8.50% Series I Cumulative Redeemable Preferred Stock",N,MAApI,N,100.0,N,MAA-I
MAC,Macerich Company (The) Common Stock,N,MAC,N,100.0,N,MAC
MAGN,Magnera Corporation Common Stock,N,MAGN,N,100.0,N,MAGN
MAIN,Main Street Capital Corporation Common Stock,N,MAIN,N,100.0,N,MAIN
MAN,ManpowerGroup Common Stock,N,MAN,N,100.0,N,MAN
MANU,Manchester United Ltd. Class A Ordinary Shares,N,MANU,N,100.0,N,MANU
MAS,Masco Corporation Common Stock,N,MAS,N,100.0,N,MAS
MATV,"Mativ Holdings, Inc. Common Stock",N,MATV,N,100.0,N,MATV
MATX,"Matson, Inc. Common Stock",N,MATX,N,100.0,N,MATX
MAX,"MediaAlpha, Inc. Class A Common Stock",N,MAX,N,100.0,N,MAX
MBC,"MasterBrand, Inc. Common Stock",N,MBC,N,100.0,N,MBC
MBI,MBIA Inc. Common Stock,N,MBI,N,100.0,N,MBI
MC,Moelis & Company Class A Common Stock,N,MC,N,100.0,N,MC
MCB,Metropolitan Bank Holding Corp. Common Stock,N,MCB,N,100.0,N,MCB
MCD,McDonald's Corporation Common Stock,N,MCD,N,100.0,N,MCD
MCI,Barings Corporate Investors Common Stock,N,MCI,N,100.0,N,MCI
MCK,McKesson Corporation Common Stock,N,MCK,N,100.0,N,MCK
MCN,XAI Madison Equity Premium Income Fund Common Shares,N,MCN,N,100.0,N,MCN
MCO,Moody's Corporation Common Stock,N,MCO,N,100.0,N,MCO
MCR,MFS Charter Income Trust Common Stock,N,MCR,N,100.0,N,MCR
MCS,Marcus Corporation (The) Common Stock,N,MCS,N,100.0,N,MCS
MCY,Mercury General Corporation Common Stock,N,MCY,N,100.0,N,MCY
MD,"Pediatrix Medical Group, Inc. Common Stock",N,MD,N,100.0,N,MD
MDST,Ultimus Managers Trust Westwood Salient Enhanced Midstream Income ETF,N,MDST,Y,100.0,N,MDST
MDT,Medtronic plc. Ordinary Shares,N,MDT,N,100.0,N,MDT
MDU,"MDU Resources Group, Inc. Common Stock (Holding Company)",N,MDU,N,100.0,N,MDU
MDV,"Modiv Industrial, Inc. Class C Common Stock",N,MDV,N,100.0,N,MDV
MDV$A,"Modiv Industrial, Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock",N,MDVpA,N,100.0,N,MDV-A
MEC,"Mayville Engineering Company, Inc. Common Stock",N,MEC,N,100.0,N,MEC
MED,MEDIFAST INC Common Stock,N,MED,N,100.0,N,MED
MEG,"Montrose Environmental Group, Inc. Common Stock",N,MEG,N,100.0,N,MEG
MEGI,NYLI CBRE Global Infrastructure Megatrends Term Fund Common Shares,N,MEGI,N,100.0,N,MEGI
MEI,"Methode Electronics, Inc. Common Stock",N,MEI,N,100.0,N,MEI
MER$K,"Bank of America Corporation Income Capital Obligation Notes initially due December 15, 2066",N,MERpK,N,100.0,N,MER-K
MET,"MetLife, Inc. Common Stock",N,MET,N,100.0,N,MET
MET$A,"MetLife, Inc. Preferred Series A Floating Rate",N,METpA,N,100.0,N,MET-A
MET$E,"MetLife, Inc. Depositary Shares ",N,METpE,N,100.0,N,MET-E
MET$F,"MetLife, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.75% Non-Cumulative Preferred Stock, Series F",N,METpF,N,100.0,N,MET-F
MFA,"MFA Financial, Inc.",N,MFA,N,100.0,N,MFA
MFA$B,"MFA Financial, Inc. Preferred Series B",N,MFApB,N,100.0,N,MFA-B
MFA$C,"MFA Financial, Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",N,MFApC,N,100.0,N,MFA-C
MFAN,"MFA Financial, Inc. 8.875% Senior Notes due 2029",N,MFAN,N,100.0,N,MFAN
MFAO,"MFA Financial, Inc. 9.000% Senior Notes due 2029",N,MFAO,N,100.0,N,MFAO
MFC,Manulife Financial Corporation Common Stock,N,MFC,N,100.0,N,MFC
MFG,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)",N,MFG,N,100.0,N,MFG
MFM,MFS Municipal Income Trust Common Stock,N,MFM,N,100.0,N,MFM
MFSB,MFS Active Exchange Traded Funds Trust MFS Active Core Plus Bond ETF,N,MFSB,Y,100.0,N,MFSB
MFSG,MFS Active Exchange Traded Funds Trust MFS Active Growth ETF,N,MFSG,Y,100.0,N,MFSG
MFSI,MFS Active Exchange Traded Funds Trust MFS Active International ETF,N,MFSI,Y,100.0,N,MFSI
MFSM,MFS Active Exchange Traded Funds Trust MFS Active Intermediate Muni Bond ETF,N,MFSM,Y,100.0,N,MFSM
MFSV,MFS Active Exchange Traded Funds Trust MFS Active Value ETF,N,MFSV,Y,100.0,N,MFSV
MG,Mistras Group Inc Common Stock,N,MG,N,100.0,N,MG
MGA,"Magna International, Inc. Common Stock",N,MGA,N,100.0,N,MGA
MGF,MFS Government Markets Income Trust Common Stock,N,MGF,N,100.0,N,MGF
MGM,MGM Resorts International Common Stock,N,MGM,N,100.0,N,MGM
MGR,"Affiliated Managers Group, Inc. 5.875% Junior Subordinated Notes due 2059",N,MGR,N,100.0,N,MGR
MGRB,"Affiliated Managers Group, Inc. 4.750% Junior Subordinated Notes due 2060",N,MGRB,N,100.0,N,MGRB
MGRD,"Affiliated Managers Group, Inc. 4.200% Junior Subordinated Notes due 2061",N,MGRD,N,100.0,N,MGRD
MGRE,"Affiliated Managers Group, Inc. 6.750% Junior Subordinated Notes due 2064",N,MGRE,N,100.0,N,MGRE
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,N,MGY,N,100.0,N,MGY
MH,"McGraw Hill, Inc. Common Stock",N,MH,N,100.0,N,MH
MHD,"Blackrock MuniHoldings Fund, Inc. Common Stock",N,MHD,N,100.0,N,MHD
MHF,"Western Asset Municipal High Income Fund, Inc. Common Stock",N,MHF,N,100.0,N,MHF
MHK,"Mohawk Industries, Inc. Common Stock",N,MHK,N,100.0,N,MHK
MHLA,"Maiden Holdings, Ltd. 6.625% Notes due 2046",N,MHLA,N,100.0,N,MHLA
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock",N,MHN,N,100.0,N,MHN
MHNC,"Maiden Holdings North America, Ltd. 7.75% Notes due 2043",N,MHNC,N,100.0,N,MHNC
MHO,"M/I Homes, Inc. Common Stock",N,MHO,N,100.0,N,MHO
MIAX,"Miami International Holdings, Inc. Common Stock",N,MIAX,N,100.0,N,MIAX
MIN,MFS Intermediate Income Trust Common Stock,N,MIN,N,100.0,N,MIN
MIR,"Mirion Technologies, Inc. Class A Common Stock",N,MIR,N,100.0,N,MIR
MITN,"AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",N,MITN,N,100.0,N,MITN
MITP,"AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",N,MITP,N,100.0,N,MITP
MITT,"AG Mortgage Investment Trust, Inc. Common Stock",N,MITT,N,100.0,N,MITT
MITT$A,"AG Mortgage Investment Trust, Inc. 8.25% Preferred Series A",N,MITTpA,N,100.0,N,MITT-A
MITT$B,"AG Mortgage Investment Trust, Inc. Preferred Series B",N,MITTpB,N,100.0,N,MITT-B
MITT$C,"AG Mortgage Investment Trust, Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, $0.01 par value per share",N,MITTpC,N,100.0,N,MITT-C
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock",N,MIY,N,100.0,N,MIY
MKC,"McCormick & Company, Incorporated Common Stock",N,MKC,N,100.0,N,MKC
MKC.V,"McCormick & Company, Incorporated Common Stock",N,MKC.V,N,100.0,N,MKC.V
MKL,Markel Group Inc. Common Stock,N,MKL,N,10.0,N,MKL
MLI,"Mueller Industries, Inc. Common Stock",N,MLI,N,100.0,N,MLI
MLM,"Martin Marietta Materials, Inc. Common Stock",N,MLM,N,100.0,N,MLM
MLNK,"MeridianLink, Inc. Common Stock",N,MLNK,N,100.0,N,MLNK
MLP,"Maui Land & Pineapple Company, Inc. Common Stock",N,MLP,N,100.0,N,MLP
MLR,"Miller Industries, Inc. Common Stock",N,MLR,N,100.0,N,MLR
MMC,"Marsh & McLennan Companies, Inc. Common Stock",N,MMC,N,100.0,N,MMC
MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund Common Shares,N,MMD,N,100.0,N,MMD
MMI,"Marcus & Millichap, Inc. Common Stock",N,MMI,N,100.0,N,MMI
MMID,MFS Active Exchange Traded Funds Trust MFS Active Mid Cap ETF,N,MMID,Y,100.0,N,MMID
MMKT,Texas Capital Funds Trust Texas Capital Government Money Market ETF,N,MMKT,Y,100.0,N,MMKT
MMM,3M Company Common Stock,N,MMM,N,100.0,N,MMM
MMS,"Maximus, Inc. Common Stock",N,MMS,N,100.0,N,MMS
MMT,MFS Multimarket Income Trust Common Stock,N,MMT,N,100.0,N,MMT
MMU,"Western Asset Managed Municipals Fund, Inc. Common Stock",N,MMU,N,100.0,N,MMU
MNR,Mach Natural Resources LP Common Units representing Limited Partner Interests,N,MNR,N,100.0,N,MNR
MNSO,"MINISO Group Holding Limited American Depositary Shares, each representing four Ordinary Shares",N,MNSO,N,100.0,N,MNSO
MNTN,"MNTN, Inc. Class A Common Stock",N,MNTN,N,100.0,N,MNTN
MO,"Altria Group, Inc.",N,MO,N,100.0,N,MO
MOD,Modine Manufacturing Company Common Stock,N,MOD,N,100.0,N,MOD
MODG,Topgolf Callaway Brands Corp. Common Stock,N,MODG,N,100.0,N,MODG
MOG.A,Moog Inc. Class A Common Stock,N,MOG.A,N,100.0,N,MOG.A
MOG.B,Moog Inc. Class B Common Stock,N,MOG.B,N,100.0,N,MOG.B
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),N,MOGU,N,100.0,N,MOGU
MOH,Molina Healthcare Inc Common Stock,N,MOH,N,100.0,N,MOH
MOS,Mosaic Company (The) Common Stock,N,MOS,N,100.0,N,MOS
MOV,Movado Group Inc. Common Stock,N,MOV,N,100.0,N,MOV
MP,MP Materials Corp. Common Stock,N,MP,N,100.0,N,MP
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,N,MPA,N,100.0,N,MPA
MPC,Marathon Petroleum Corporation Common Stock,N,MPC,N,100.0,N,MPC
MPLX,MPLX LP Common Units Representing Limited Partner Interests,N,MPLX,N,100.0,N,MPLX
MPV,Barings Participation Investors Common Stock,N,MPV,N,100.0,N,MPV
MPW,"Medical Properties Trust, Inc. common stock",N,MPW,N,100.0,N,MPW
MPX,Marine Products Corporation Common Stock,N,MPX,N,100.0,N,MPX
MQT,"Blackrock MuniYield Quality Fund II, Inc. Common Stock",N,MQT,N,100.0,N,MQT
MQY,"Blackrock MuniYield Quality Fund, Inc. Common Stock",N,MQY,N,100.0,N,MQY
MRC,MRC Global Inc. Common Stock,N,MRC,N,100.0,N,MRC
MRK,"Merck & Company, Inc. Common Stock (new)",N,MRK,N,100.0,N,MRK
MRP,"Millrose Properties, Inc. Class A Common Stock",N,MRP,N,100.0,N,MRP
MS,Morgan Stanley Common Stock,N,MS,N,100.0,N,MS
MS$A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,N,MSpA,N,100.0,N,MS-A
MS$E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,N,MSpE,N,100.0,N,MS-E
MS$F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,N,MSpF,N,100.0,N,MS-F
MS$I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),N,MSpI,N,100.0,N,MS-I
MS$K,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock,  Series K",N,MSpK,N,100.0,N,MS-K
MS$L,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of 4.875% Non-Cumulative Preferred Stock, Series L",N,MSpL,N,100.0,N,MS-L
MS$O,"Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of 4.250% Non-Cumulative Preferred Stock, Series O",N,MSpO,N,100.0,N,MS-O
